Id,SalePrice
1461,130111.55643244369
1462,138622.9840973187
1463,156106.80856327098
1464,177827.48506442003
1465,220295.87375272193
1466,178273.65320414008
1467,150062.47468427752
1468,175945.80065305438
1469,180889.86776357915
1470,110237.21012167349
1471,187678.0592369581
1472,119316.72111283505
1473,130552.77242949164
1474,175763.01875374085
1475,141971.6853838878
1476,416192.1348857221
1477,258741.18759481632
1478,331839.48701815965
1479,267557.1733280805
1480,432944.97544980084
1481,308134.539599184
1482,209392.2546790563
1483,159112.046257784
1484,172477.46015662618
1485,178847.25682487324
1486,201427.8422524482
1487,335530.03483918984
1488,262406.7169032064
1489,190105.38373131055
1490,178905.0691766829
1491,201437.1736479636
1492,130179.1381876266
1493,176851.65116576361
1494,308220.48350928875
1495,304650.37964003807
1496,200872.37027182514
1497,213675.0386537341
1498,172073.94502342024
1499,172073.94502342024
1500,156043.40707980384
1501,178385.54560489967
1502,170589.2122374261
1503,257367.2225748778
1504,251731.43274763174
1505,211376.16951266918
1506,185912.48607492234
1507,209791.19055977612
1508,187190.3542547541
1509,178273.65320414008
1510,142106.5382095083
1511,142241.91179159784
1512,157380.13175524067
1513,182956.96406617414
1514,136222.576503056
1515,158048.0146218063
1516,176851.65116576361
1517,135626.57006162198
1518,156408.44178974425
1519,205393.85659036218
1520,131716.72694513603
1521,131911.371448413
1522,177827.48506442003
1523,110681.42410405613
1524,129926.14753484166
1525,123477.08942422207
1526,120530.14534534114
1527,111568.90947395012
1528,126783.9995545385
1529,142154.44896993117
1530,169567.43646352194
1531,137560.79293642152
1532,106347.15563228083
1533,142873.04087627644
1534,126417.7088786745
1535,140003.92363554455
1536,131911.371448413
1537,94671.54249305124
1538,195657.9410823283
1539,269854.21551878704
1540,146780.07044542415
1541,178115.1906591683
1542,140327.03106279293
1543,227544.68401983808
1544,79173.93117141387
1545,125128.44826646743
1546,151384.9970308405
1547,134781.00419724325
1548,140056.1519784775
1549,134049.43429395143
1550,156753.97275524068
1551,128198.33245250849
1552,147880.61677797273
1553,140176.93290084138
1554,117941.08927202305
1555,141102.92231396004
1556,112845.97970471703
1557,125282.59664331177
1558,119463.29843565541
1559,137258.13464738015
1560,154407.66700169188
1561,132455.46197642764
1562,128417.29472204419
1563,118871.37373324958
1564,143222.6091250141
1565,156567.39831403646
1566,211275.83251417388
1567,92499.58719336543
1568,193684.8228516931
1569,127763.07766360011
1570,142113.26663820198
1571,126799.75402680079
1572,131508.16211088712
1573,212683.98451135316
1574,142551.41087174526
1575,192242.98547868014
1576,187790.1516008684
1577,188066.57953757935
1578,175763.01875374085
1579,133229.97857942848
1580,196689.20202417407
1581,124625.38142659623
1582,132267.59977785844
1583,326596.54983966163
1584,246431.17520399662
1585,138858.5996091573
1586,73657.07546725408
1587,123823.04644337848
1588,131520.26049045238
1589,114577.2130825824
1590,133638.2859337626
1591,94404.18778509922
1592,128049.5562530299
1593,134506.3261942007
1594,150207.04967725082
1595,134662.42353094966
1596,243256.25469740215
1597,153218.3949049042
1598,190828.39767542676
1599,226635.1811170293
1600,217368.26166101824
1601,65693.35967309664
1602,143131.20050077414
1603,106237.85648182235
1604,243810.20788124026
1605,278191.1475351076
1606,155661.4496001612
1607,198149.62671184342
1608,196604.11074896329
1609,182759.0470563656
1610,151741.08579275836
1611,142764.14259065324
1612,158325.81064122292
1613,142873.04087627644
1614,120374.74201668875
1615,96414.5883115519
1616,96414.5883115519
1617,106435.88691345834
1618,119885.64055659987
1619,131569.19867445284
1620,153098.2391808817
1621,142764.14259065324
1622,136739.63792720347
1623,231403.47811189631
1624,187346.54043957812
1625,134450.41016560548
1626,176426.5301006774
1627,177827.48506442003
1628,289938.8943468772
1629,171414.42379210677
1630,289987.5541632679
1631,231408.73795675833
1632,243091.01475652776
1633,174269.92703059275
1634,179621.40152562904
1635,176851.65116576361
1636,150062.47468427752
1637,153653.77595834725
1638,237298.31998356074
1639,178545.15868033053
1640,253509.62836004884
1641,179105.67428625797
1642,227098.8730284901
1643,251401.64607184514
1644,247812.86303459323
1645,156106.80856327098
1646,147126.05527466768
1647,170685.58191516242
1648,142009.80656278122
1649,128100.47797435422
1650,110405.61718049704
1651,110405.61718049704
1652,119316.72111283505
1653,121552.48614330757
1654,176851.65116576361
1655,165848.27478322256
1656,175763.01875374085
1657,176851.65116576361
1658,177234.45766344332
1659,141971.6853838878
1660,141715.0861221862
1661,438673.62482166337
1662,413173.11190733145
1663,382452.8260940781
1664,436127.1570442872
1665,351146.8956761629
1666,274246.2184015046
1667,303996.8008149483
1668,358337.8510256409
1669,310995.790672849
1670,366400.53612809395
1671,216316.04878524944
1672,397386.970154258
