Id,SalePrice
1461,118494.22064670749
1462,158437.61815787616
1463,185155.16035456271
1464,200540.7507332269
1465,182615.47783030392
1466,174094.75298862284
1467,172955.75415865987
1468,165757.0997511293
1469,184516.50297014898
1470,129060.97301703502
1471,191947.29453148594
1472,103491.49119263617
1473,101159.31596058897
1474,149828.4615425201
1475,120415.03072938678
1476,367777.2980005777
1477,249892.71066964956
1478,294540.21958137024
1479,273444.7486258421
1480,516101.51960218186
1481,318237.9203313372
1482,210831.35395020142
1483,173632.58377818452
1484,170979.62325604865
1485,184341.04878510543
1486,190663.93643406904
1487,360951.84366402123
1488,232371.32378932892
1489,205592.96080326982
1490,223784.5603830869
1491,188028.79954684386
1492,88338.84489422246
1493,189030.3648364086
1494,289391.107939486
1495,280943.92576595687
1496,245574.6235309633
1497,179808.57154763406
1498,176105.03438094314
1499,169796.65683095684
1500,160234.37141656934
1501,184585.11603373633
1502,152990.01412218515
1503,271480.9828464765
1504,241889.93230070904
1505,227242.4279354868
1506,183501.98818712574
1507,245786.00095665545
1508,207440.9652198616
1509,159740.11698962256
1510,146714.72277230598
1511,150027.82808263777
1512,160404.2904214911
1513,148702.82936097783
1514,153473.77929675955
1515,183910.17261419527
1516,159189.6526720711
1517,163988.4465349076
1518,129344.31067657727
1519,215792.51073880316
1520,137339.95765821374
1521,134576.3761900193
1522,164885.20255651604
1523,114223.02893886704
1524,117413.37475798369
1525,117553.44842146192
1526,110626.52534379675
1527,108565.48301515356
1528,124392.6209211758
1529,149163.78367707308
1530,182700.0743086279
1531,115560.91910590164
1532,93666.83703699362
1533,139552.00252701348
1534,119981.90454729866
1535,146261.60696306638
1536,107300.19583935502
1537,65304.55287161298
1538,153774.51631323792
1539,183470.9755846944
1540,90638.40723645063
1541,134667.99457098168
1542,141058.00292993648
1543,198800.84886405355
1544,87163.7124783842
1545,102137.24789750634
1546,134407.2151531252
1547,133821.73025210656
1548,129579.30258043506
1549,119515.87951541055
1550,137866.93873916607
1551,103929.91515777263
1552,137974.20318455313
1553,139262.82935306014
1554,118004.9651483584
1555,166319.00601368176
1556,93467.92518901141
1557,98253.4524683272
1558,99570.19762801558
1559,79425.00645919965
1560,136968.85959193145
1561,122370.70340245112
1562,132290.30940752098
1563,124082.32820221617
1564,158775.66149592726
1565,152603.46411475664
1566,236254.86996737443
1567,78669.86180694442
1568,239824.0175883519
1569,144117.6642238564
1570,135398.52187884145
1571,121892.9281902167
1572,142293.96816021687
1573,252179.10759116328
1574,111917.80191837953
1575,221314.16004634555
1576,239291.2282187408
1577,195857.2640738889
1578,141405.97691335788
1579,141751.82690689302
1580,189664.43340974546
1581,157027.60444751635
1582,125167.38811551621
1583,307719.9429001818
1584,220920.01611034857
1585,141855.3786180372
1586,75885.65026447897
1587,98343.31593807135
1588,156076.6560339115
1589,92104.11947113641
1590,130570.02566729412
1591,93693.09399005894
1592,115933.60706890454
1593,125444.82658712656
1594,122318.1167140252
1595,109115.55610310419
1596,236625.4540252447
1597,190960.59953212392
1598,207176.74084670554
1599,178306.4548591724
1600,168790.73816783572
1601,71617.37991429272
1602,104924.60446564615
1603,80823.76462675187
1604,278055.59842464613
1605,238021.03282545644
1606,164424.99171485196
1607,173541.83831990708
1608,222640.7053598953
1609,183852.60129839616
1610,152851.12794118628
1611,145150.78759781705
1612,170363.90234591637
1613,162645.23121417064
1614,126323.5381187625
1615,86428.35068335771
1616,76471.22852903428
1617,89269.19318294866
1618,129684.09693261248
1619,142307.40871018296
1620,157586.72613569113
1621,134889.94522456708
1622,147187.14764067414
1623,257992.95222709354
1624,215572.6971071007
1625,121541.58862595532
1626,170686.14139279776
1627,192695.12554332273
1628,269698.713743117
1629,178704.67755339202
1630,341330.3008671563
1631,210815.2965204036
1632,221504.32352849928
1633,178072.9761471494
1634,191555.98099851844
1635,186518.35399170668
1636,157419.6853582526
1637,192252.25021950947
1638,184204.2081392088
1639,182520.7259971049
1640,251151.9314113652
1641,181112.91911442357
1642,253176.54629247307
1643,213973.3509899123
1644,232198.14831236826
1645,193668.54883196912
1646,162385.94296465145
1647,161404.49811887264
1648,130534.72355808105
1649,140039.11818948176
1650,117015.6876269029
1651,120879.98000835614
1652,99103.69806590833
1653,99920.3969740396
1654,152414.5478138414
1655,141571.8987353752
1656,144382.24285375484
1657,153673.90534622615
1658,150742.78144747356
1659,127319.1756591796
1660,159137.31129426998
1661,429729.59199628606
1662,387707.73083293455
1663,385208.32712935546
1664,411165.61960042315
1665,299594.1661740594
1666,336682.663166306
1667,386954.89235966007
1668,342915.4967750186
1669,300488.13746730966
1670,351289.0448872681
1671,261298.99132011586
1672,445491.4164914292
1673,290196.6543740216
1674,240413.72049846832
1675,191091.77461393116
1676,189976.63187483256
1677,213560.90719243683
1678,459723.7238086054
1679,390386.5889171396
1680,325686.5261591398
1681,235086.1417354945
1682,317779.1659636779
1683,181894.22195103226
1684,170260.74354893249
1685,180258.82070994988
1686,173476.82011284647
1687,172459.24451166805
1688,187894.41200799757
1689,191122.90659111878
1690,199975.9984756086
1691,190699.23602615533
1692,262748.1167746129
1693,171236.07823406078
1694,191547.90879824583
1695,163303.717215405
1696,274078.12153551244
1697,166100.49414563278
1698,341059.99218798784
1699,316722.9449006984
1700,250102.62853444487
1701,264514.50020005973
1702,241892.13769012247
1703,237944.74305644323
1704,274386.23206863325
1705,245545.21199768584
1706,385214.59753701446
1707,224830.36177503693
1708,208461.05866063363
1709,268376.27469167573
1710,221735.03576785518
1711,273294.6810662714
1712,268246.54708946217
1713,270105.07527439226
1714,223634.11213437753
1715,209230.5045614475
1716,179464.0976904908
1717,180387.08651672144
1718,122163.73536330584
1719,204558.64574065153
1720,250879.94564843134
1721,163123.1392816558
1722,113456.99165137378
1723,151824.6659574107
1724,205969.8108056405
1725,240691.56398443162
1726,189739.75876007817
1727,151683.12468269852
1728,175663.25910341536
1729,167372.72447882246
1730,146976.05817338463
1731,122649.78528191603
1732,131881.28818925438
1733,117159.15776357893
1734,125424.2462504147
1735,133106.27328787243
1736,116900.04384900977
1737,303655.23998508404
1738,232560.13025300126
1739,255049.4095958577
1740,228714.14718673544
1741,203875.45862633944
1742,178061.8978707652
1743,179433.86670371395
1744,311526.3841579575
1745,230870.31960309003
1746,178978.83165877755
1747,218738.29488858182
1748,221886.81511537987
1749,153198.0214456936
1750,121132.6453870081
1751,239931.50749009408
1752,121626.82289373632
1753,139609.5627635674
1754,185833.43134389506
1755,168888.75013082268
1756,125503.01925347798
1757,122933.10810408657
1758,148051.8278420648
1759,155937.6536213925
1760,167589.10974777633
1761,143092.33160460912
1762,174145.70429151633
1763,183113.79200024987
1764,118867.08935287048
1765,146619.64108119046
1766,179298.4052016694
1767,198343.5948452766
1768,143408.32521210954
1769,171239.42313168995
1770,154110.97358177326
1771,123009.19026921103
1772,129294.89492471945
1773,141134.25259522165
1774,139202.7395860085
1775,139771.65197890654
1776,121443.16217485194
1777,111488.7482397517
1778,143653.54157278407
1779,117077.24392756239
1780,176245.5804994943
1781,128668.48683397466
1782,94286.79348623911
1783,141400.53512076457
1784,110203.01305336322
1785,118803.09280623497
1786,146338.42799534783
1787,154261.8075256343
1788,67221.96875070392
1789,92502.55129549981
1790,83760.63653277571
1791,172440.2337712529
1792,141401.799847808
1793,128414.16575060821
1794,153712.55385124672
1795,136451.93824915076
1796,134089.12248756955
1797,108361.33216904136
1798,126615.58638594735
1799,115596.77152970985
1800,128144.84514783212
1801,122766.47966275089
1802,131905.27895864483
1803,143318.9439882499
1804,139606.29096600204
1805,134286.36749114
1806,117849.05737563808
1807,126920.9403557614
1808,118012.53805702993
1809,113603.61206299023
1810,138180.03337080052
1811,90616.7908319611
1812,95292.85726434337
1813,121638.28264059385
1814,100570.87173526289
1815,58818.619229989126
1816,95718.54098185098
1817,115812.89740657045
1818,148443.85591550823
1819,137768.4090770847
1820,60081.93866064267
1821,113027.88053724215
1822,153424.02353002928
1823,43512.476333003106
1824,127035.84095943806
1825,139483.69177450013
1826,112806.1964750902
1827,105046.5499855972
1828,132694.72075382146
1829,115682.96924640755
1830,137374.98763395802
1831,140314.63499935536
1832,90557.86198802944
1833,125914.70654354809
1834,124049.90370823059
1835,126574.68839200058
1836,115471.57056689684
1837,83347.80781613539
1838,116528.98787402216
1839,95643.91836518899
1840,160604.43669409066
1841,144203.1034043071
1842,84981.74853340634
1843,131225.04799917951
1844,146960.20012164922
1845,139307.92159460828
1846,155961.32175016726
1847,166710.60693606944
1848,53061.729254711114
1849,107499.9801803034
1850,120870.70165441478
1851,155003.81482172033
1852,133903.03921127325
1853,134553.16631680992
1854,168912.02218138124
1855,146247.49623142593
1856,226358.2813632998
1857,144967.47067154743
1858,129755.67122760751
1859,119197.89288108553
1860,155089.2311927417
1861,118612.62397587842
1862,321738.08887725533
1863,310626.3085843117
1864,310627.3643059962
1865,359140.6314178165
1866,333582.9070023586
1867,226455.3521273359
1868,300657.1954991382
1869,206451.98185040435
1870,225794.46829258822
1871,264407.5386712378
1872,175424.70073582142
1873,232136.43028669478
